====PARAMETER====
Number_of_Units = 10
Number_of_Offspring = 100
Max_Iteration = 2000
Crossover_Probability = 0.9
Mutation_Rate = 0.01
Mutation_Step = 1
====INFO====
Iteration; Highest Performance; Vector with Highest Performance; Performance List
====OUTPUT====
0,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,-48923.8 -48922.3 -46617.6 -2385.22 -86.6775 -2127.03 -48915.3 -48830.3 3.89164 -49006.9 6.15598 -345.756 6.00346 -46432.6 6.7015 -246.255 24.4323 -46613.9 3.54166 5.59013 1.36424 0.0352233 -49008.3 -49009.7 0.280827 -46614.6 -48918.4 -49006.3 -69.4365 -48917.8 -80.8674 -49003.2 -2287.96 3.55143 -48830.2 -166.4 -48829.8 -49001.5 -78.3977 5.59849 -46433.3 2.67596 0.936199 -49008 -2579.44 -87.5362 -48828 1.50776 1.65447 -2382.81 -255.313 -46619.7 -48925.7 -49003.9 -49004 -48830.9 -46614.2 2.66341 -46436.8 -46610.4 -49014.1 -46611.6 -2212.86 -2387.02 -48831 -48915.3 -49002.2 -49008.2 1.23684 -46605.8 -2641.7 -2382.22 -46622.9 -442.801 -49000.3 -49000.3 -48918.7 -48917.5 -48826.3 -167.757 -46614.1 -261.152 -4249.8 -44401.2 -48915.3 -46616 -46517.3 -46704.4 -46620.6 -44227.1 -49005.5 -2386.35 -46615.7 -46524.6 -46697.7 -2294.54 0.175976 1.21696 -331.085 -48829.2 
1,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 -77.4659 -48829.8 7.02117 -83.3305 6.7015 -48915.3 -46619.7 -169.98 -48830.2 -43905.4 -46611.4 -80.8674 0.175976 -46704.4 -83.1279 -49004.6 -82.949 -49007 -167.513 -49007.9 0.0226881 4.20125 -69.4365 2.40666 -81.7187 -2127.03 3.59195 -2294.8 -46705.9 -2305.22 -442.801 -46616 0.141616 -2372.02 -261.152 1.36424 -46613.9 -46619.7 -46433.3 -2641.7 0.175976 -46620.6 -48926 -78.1013 24.4323 -49004 -168.646 -46701.7 -48739.4 6.24111 1.55932 -80.8674 -44401.2 1.19597 -46523 0.894886 -2127.03 5.59849 -2211.86 -46700.9 -46613.4 -48918.7 -345.756 3.63251 -46614.2 -171.584 6.7015 -46517.3 3.78691 -46524.6 5.59849 -2287.16 -84.0555 -48918 6.15598 -48831.8 2.67596 -71.8023 -46432.4 0.4762 6.00346 -46613.9 1.27384 -255.503 1.36424 3.39212 1.50776 5.59013 2.1776 -49003.8 -82.1366 -4430.42 -86.6775 -48922.7 -79.8285 -48919.6 -44569 3.89164 -48918.4 
2,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 -86.6775 1.36424 -44569 -168.646 -4692.71 -2298.62 2.11468 -83.3305 -81.7187 -44126.4 5.26211 1.50776 1.48043 -2462.66 5.59849 -79.8059 -261.152 -2213.47 -41999.9 -46613.9 -2299.65 0.0793852 -46790.7 -80.8674 -255.503 0.175976 -86.6775 -2210.99 -46620.6 12.6763 2.50537 -77.4659 2.1776 3.89164 2.67596 24.4323 6.51931 -79.4502 -44214.9 -78.1013 -80.8674 -46613.8 -46432.4 6.24111 0.156485 -44485.5 -48835.4 3.39212 -255.503 1.50776 -81.0039 6.00346 -46611.4 -86.6775 3.63251 -80.8674 2.40666 -71.8023 0.314674 -80.6513 -2295.44 -49001.7 -2472.02 -4430.42 0.627484 6.56125 -44480.7 -2127.03 2.67596 -82.8455 2.00977 3.22139 -48918.4 3.63251 -44569 -261.152 -46701.7 -2387.04 -82.1365 -171.157 -2296.75 -167.513 6.7015 -2387.1 0.0351203 -261.152 -46701.7 -46619.7 -2559.56 -169.98 -2550.15 -49007.9 -82.7955 1.49451 5.39777 -84.0555 -44401.2 -261.152 -43905.4 
3,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 5.49687 2.00977 -48918.4 3.14918 -80.8674 -46613.8 -2559.56 0.361237 3.89164 -44480.7 -2299.65 -46433.6 1.86201 3.35755 -255.503 -79.8054 -2476.12 4.07857 -169.484 -46432.4 -44569 7.44703 3.63251 -2472.02 -46619.7 -2550.15 -169.984 0.433993 7.19011 0.0793852 -84.0555 -2472.75 -2386.42 3.71088 3.08855 -77.4659 -2475.96 -48928.8 -46.4267 -81.8897 -2215.46 1.23684 1.66807 -82.8015 -2299.18 -46345.8 6.34841 -2395.77 0.0793852 0.0351203 -79.8059 -71.8023 -169.648 17.9502 -82.1365 2.30159 -2287.16 -46701.7 0.0960405 2.43509 6.20802 5.72082 0.108875 -48827.3 -81.7187 -82.8455 2.11468 -82.8455 -79.5462 -2387.04 -66.1233 -80.8274 -2296.75 -2389.09 -44126.4 2.95268 7.0802 -46341.4 0.622322 -80.0393 2.52215 0.630739 4.59459 0.314674 6.00346 -2125.03 3.06165 -2126.58 0.397222 -79.0092 -261.152 -4513.45 -2297.71 0.156485 -41999.9 -79.4502 -80.8609 0.314674 8.63151 
4,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 -80.8674 4.59459 -2472.02 -2473.74 1.20714 -2559.26 -2382.73 3.63251 -80.8274 3.00596 -85.7857 -167.478 6.64871 4.56696 -2298.68 6.39487 -81.7442 -80.9171 -44126.3 2.69474 3.63251 -82.4196 2.95268 2.30159 -82.4912 -2297.5 -79.0092 -2473.44 4.08611 4.91348 4.43857 -2298.23 -80.6715 -79.8054 8.12385 -79.3878 -78.1013 -2295.65 5.06459 11.8962 -2215.46 5.4221 -4609.55 2.24605 0.00681578 0.811934 -2300.72 -2392.78 -2386.29 -80.3867 -2215.46 -44128.9 3.11204 6.5857 5.14089 -4347.24 -84.0555 1.23684 -2474.62 -81.5022 -48826.4 -2564.3 -2386.53 -2387.04 0.397222 -2298.01 1.63094 5.4221 -2299.65 -2567.79 -2126.58 -79.0686 2.30159 6.34841 5.26141 2.24605 0.174216 -2387.43 -2299.76 -4605.6 -2297.19 -2387.1 -2388.65 -44304.6 -171.711 -82.8015 -2126.36 2.00977 2.52215 -2383.9 0.282918 -2384.16 4.61075 5.4221 -169.8 -82.349 0.141616 2.24605 -81.4412 
5,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 5.4221 -173.988 -2386.67 -80.949 -2298.18 4.03249 0.501739 0.501739 0.240938 5.4221 6.5857 -80.5812 -2301.67 -2299.93 -2385.16 -2386.1 2.66413 6.24428 -86.7659 6.5857 3.83376 -2485.8 2.64084 -2388.74 -2388.65 5.4221 -2386.4 -168.846 -2126.36 -2387.04 4.59459 3.00596 1.23684 -79.296 -168.865 11.8962 0.811934 -80.8674 1.66807 -2213.21 5.2174 -2386.5 -2580.62 -2298.23 -81.0955 -171.711 -2567.79 -2297.19 0.282918 6.5857 -82.2149 -2387.46 -84.5479 6.5857 4.63055 -82.8015 -2473.44 -78.1477 -2128.38 9.94773 -2299.15 4.96925 4.74812 -79.2931 -4605.6 5.4221 0.175358 3.56251 -81.5022 -2386.84 -80.976 -82.7384 -2481.23 -166.714 -2299.56 7.12157 -2297.71 5.4221 -82.4196 3.56251 -80.8127 5.79507 -2299.65 -79.8054 -82.8646 -2472.02 1.20714 -2386.53 -171.711 -79.2961 -2298.8 6.24066 -44128.9 3.00596 -617.53 -4347.24 4.08611 -86.15 6.32523 
6,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 6.5857 -82.8015 -261.453 -2388.64 5.43092 -172.152 0.310321 2.05803 3.00596 1.58934 -2388.64 -173.988 -2298.8 -83.0789 -2475.59 -86.7904 0.174216 -2386.17 5.02009 -80.4084 -2387.1 -2297.17 -79.4502 5.24845 3.56048 -2389.2 3.00596 0.121668 4.18458 0.197143 4.31527 5.4221 4.63055 4.13287 4.923 2.63805 0.240938 5.4221 -80.3917 -168.846 -78.2068 -168.108 -2566.39 4.91694 -83.8196 -83.1361 -2301.67 -2388.74 -80.3834 3.00596 4.96925 -83.4956 -81.8897 -2125.13 0.501739 -2298.8 -2382.91 7.67636 -2386.67 -82.3453 -2387.1 4.63055 -82.9821 -2210.7 -2385.64 6.64871 -80.3842 3.83376 1.18081 -2386.9 -2213.21 4.08611 -82.2149 11.8962 -2299.15 5.79507 6.5857 1.23684 -2566.62 -2295.85 4.63055 6.88741 -82.5928 -2386.57 -2385.2 -2300.95 3.18884 6.88741 3.02013 2.96222 1.16279 6.24428 -4429.37 5.4221 -2387.1 3.42224 3.18884 -2214.43 1.63094 
7,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 -2476.33 -82.8015 1.23684 4.47191 -2299.76 -81.179 -2213.21 -82.9821 -166.44 4.52717 3.02013 7.61498 -85.4002 6.24066 -81.6562 -2298.75 0.215508 -2299.7 -2384.92 -2385.57 5.26822 -2388.45 -2654.35 -2386.81 7.57591 -82.9074 -259.496 6.25103 -2473.24 3.00596 4.96925 -81.8897 0.677822 -81.1501 2.50413 -2385.64 4.96925 4.02758 6.15598 -80.6175 11.4537 1.5165 6.5857 -2386.17 -257.178 -80.4084 4.923 -261.983 0.115473 1.80829 1.58792 7.05924 -82.2024 5.43878 -83.0789 6.88741 -2297.98 -2387.1 -2387.1 -4429.19 6.35159 3.42224 4.63055 2.25482 -2476.59 -166.921 -2299.7 -2384.65 -167.707 -81.2072 -2297.17 -83.1361 0.789915 -2389.09 -171.431 4.13287 -2476.33 -171.441 -81.6386 -82.3149 2.62323 -84.4573 -168.108 4.22526 -2298.85 2.0474 6.26286 -2214.43 2.96222 1.6843 3.89829 -2388.53 -80.3842 -2389.09 -2386.96 -2296.85 6.66245 -2475.59 3.06354 
8,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 -2476.4 6.15598 -169.148 2.73333 -2385.15 -2382.83 4.098 -82.1587 -81.6562 -85.4002 6.5857 -82.1736 0.579026 -82.949 5.78123 6.26286 1.58792 -80.3842 -85.6034 0.129102 4.13287 -81.6386 -79.6574 -82.4196 -261.915 4.02758 6.5857 -82.8015 2.14751 5.43878 3.17894 1.23684 6.15598 4.96925 -2299.7 -2384.92 -81.7509 5.4221 1.68458 -84.9858 -2485.8 -2387.1 24.4323 4.96925 -81.4822 -85.6034 4.40012 -168.65 -4429.37 -80.6371 0.216914 -2385.27 -2385.57 -261.983 6.56561 -82.7042 -2386.17 5.93593 12.7771 6.88935 6.1943 -2297.25 1.31724 -2387.9 -2213 -82.0607 -2386.88 0.129284 3.4092 5.74323 -2299.98 -80.8761 4.73872 -2387.46 -2386.17 2.61331 -78.4891 -81.9464 -81.9567 -84.5945 -81.8897 -2388.19 5.78123 3.83376 -79.6568 4.96925 3.00596 -2386.1 -84.4573 0.916734 -81.6562 -2378.78 -81.6562 3.55909 -84.3057 -4512.05 4.02758 -2389.09 -2299.92 
9,24.4323,0 8 3 4 11 8 7 8 2 2 7 10 3 4 3 6 9 5 3 0 1 ,24.4323 -82.949 -171.841 5.4221 -81.2141 6.56561 5.93593 -2381.59 2.75276 4.098 4.63055 -82.8455 -170.526 2.10878 -4600.96 1.63202 0.51658 1.8329 10.3101 -79.2931 -79.2957 -82.8015 -2378.78 4.96925 6.26286 -2476.33 -84.3227 -262.622 6.15598 4.38599 -81.7143 -2385.93 -2386.75 -170.227 2.61331 -81.8897 1.63466 4.22586 2.76814 -81.7396 -80.4084 3.00596 5.78123 4.02758 -168.027 5.4221 -2386.95 -82.4196 3.3319 -2393.71 2.73333 6.5857 -2384.92 -82.4196 5.78408 -2385.02 -2299.14 5.62082 2.79195 -84.5945 -85.6034 -2565.43 6.26286 -2385.15 -77.9317 -2297.69 -2387.1 -81.8897 -2387.1 -82.8015 -85.0015 -2378.78 4.96925 -172.114 2.73333 -2386.17 0.113465 -82.9274 6.26286 -81.8897 -81.2108 -2298.84 1.31724 -83.4872 1.61913 -79.2954 -82.4196 -2389.63 7.15593 -2485.8 4.02758 -86.6044 -76.9293 -258.33 -168.65 6.77408 -81.3076 -173.523 -81.6562 -2375.85 
